isoprenoids [PR01]	C10 isoprenoids (monoterpenes) [PR0102]
C10 isoprenoids (monoterpenes) [PR0102]	LION:0012014
isoprenoids [PR01]	C15 isoprenoids (sesquiterpenes) [PR0103]
C15 isoprenoids (sesquiterpenes) [PR0103]	LION:0012015
isoprenoids [PR01]	C20 isoprenoids (diterpenes) [PR0104]
C20 isoprenoids (diterpenes) [PR0104]	LION:0012016
isoprenoids [PR01]	C25 isoprenoids (sesterterpenes) [PR0105]
C25 isoprenoids (sesterterpenes) [PR0105]	LION:0012019
isoprenoids [PR01]	C30 isoprenoids (triterpenes) [PR0106]
C30 isoprenoids (triterpenes) [PR0106]	LION:0012020
isoprenoids [PR01]	C40 isoprenoids (tetraterpenes) [PR0107]
C40 isoprenoids (tetraterpenes) [PR0107]	LION:0012021
isoprenoids [PR01]	polyterpenes [PR0108]
polyterpenes [PR0108]	LION:0012022
isoprenoids [PR01]	retinoids [PR0109]
retinoids [PR0109]	all-trans-retinol
all-trans-retinol	LION:0012044
retinoids [PR0109]	9-cis-retinol
9-cis-retinol	LION:0012045
retinoids [PR0109]	13-cis-retinol
13-cis-retinol	LION:0012046
retinoids [PR0109]	all-trans-retinal
all-trans-retinal	LION:0012047
retinoids [PR0109]	9-cis-retinal
9-cis-retinal	LION:0012048
retinoids [PR0109]	13-cis-retinal
13-cis-retinal	LION:0012049
retinoids [PR0109]	all-trans-retinoic acid
all-trans-retinoic acid	LION:0012050
retinoids [PR0109]	9-cis-retinoic acid
9-cis-retinoic acid	LION:0012054
retinoids [PR0109]	13-cis-retinoic acid
13-cis-retinoic acid	LION:0012055
retinoids [PR0109]	all-trans-retinyl esters
all-trans-retinyl esters	LION:0012056
prenol lipids [PR]	quinones and hydroquinones [PR02]
quinones and hydroquinones [PR02]	ubiquinones [PR0201]
ubiquinones [PR0201]	LION:0012025
quinones and hydroquinones [PR02]	vitamin E [PR0202]
vitamin E [PR0202]	LION:0012026
quinones and hydroquinones [PR02]	vitamin K [PR0203]
vitamin K [PR0203]	LION:0012027
prenol lipids [PR]	polyprenols [PR03]
polyprenols [PR03]	bactoprenols [PR0301]
bactoprenols [PR0301]	LION:0012029
polyprenols [PR03]	bactoprenol monophosphates [PR0302]
bactoprenol monophosphates [PR0302]	LION:0012030
polyprenols [PR03]	bactoprenol diphosphates [PR0303]
bactoprenol diphosphates [PR0303]	LION:0012035
polyprenols [PR03]	phytoprenols [PR0304]
phytoprenols [PR0304]	LION:0012036
polyprenols [PR03]	phytoprenol monophosphates [PR0305]
phytoprenol monophosphates [PR0305]	LION:0012037
polyprenols [PR03]	phytoprenol diphosphates [PR0306]
phytoprenol diphosphates [PR0306]	LION:0012038
polyprenols [PR03]	dolichols [PR0307]
dolichols [PR0307]	LION:0012039
polyprenols [PR03]	dolichol monophosphates [PR0308]
dolichol monophosphates [PR0308]	LION:0012040
polyprenols [PR03]	dolichol diphosphates [PR0309]
dolichol diphosphates [PR0309]	LION:0012041
prenol lipids [PR]	hopanoids [PR04]
hopanoids [PR04]	LION:0012042
prenol lipids [PR]	other prenol lipids [PR00]
other prenol lipids [PR00]	LION:0012043
lipid classification	saccharolipids [SL]
saccharolipids [SL]	LION:0000007
lipid classification	polyketides [PK]
polyketides [PK]	LION:0000008
root	physical or chemical properties
physical or chemical properties	charge headgroup
charge headgroup	headgroup with negative charge
headgroup with negative charge	LION:0000093
charge headgroup	headgroup with neutral charge
headgroup with neutral charge	LION:0000094
charge headgroup	headgroup with positive charge / zwitter-ion
headgroup with positive charge / zwitter-ion	LION:0000095
physical or chemical properties	contains fatty acid
contains fatty acid	C12:0
C12:0	LION:0000254
contains fatty acid	C13:0
C13:0	LION:0022223
contains fatty acid	C14:0
C14:0	LION:0000259
contains fatty acid	C14:1
C14:1	LION:0000462
contains fatty acid	C15:0
C15:0	LION:0022229
contains fatty acid	C15:1
C15:1	LION:0022230
contains fatty acid	C16:0
C16:0	LION:0002882
contains fatty acid	C16:1
C16:1	LION:0002900
contains fatty acid	C17:0
C17:0	LION:0022231
contains fatty acid	C17:1
C17:1	LION:0022234
contains fatty acid	C17:2
C17:2	LION:0022236
contains fatty acid	C18:0
C18:0	LION:0002921
contains fatty acid	C18:1
C18:1	LION:0002922
contains fatty acid	C18:2
C18:2	LION:0002923
contains fatty acid	C18:3
C18:3	LION:0002924
contains fatty acid	C19:0
C19:0	LION:0022241
contains fatty acid	C19:1
C19:1	LION:0022242
contains fatty acid	C19:2
C19:2	LION:0022245
contains fatty acid	C19:3
C19:3	LION:0022247
contains fatty acid	C20:0
C20:0	LION:0002925
contains fatty acid	C20:1
C20:1	LION:0002926
contains fatty acid	C20:2
C20:2	LION:0002927
contains fatty acid	C20:3
C20:3	LION:0002928
contains fatty acid	C20:4
C20:4	LION:0002929
contains fatty acid	C20:5
C20:5	LION:0002930
contains fatty acid	C21:0
C21:0	LION:0022261
contains fatty acid	C21:1
C21:1	LION:0022262
contains fatty acid	C21:2
C21:2	LION:0022263
contains fatty acid	C21:3
C21:3	LION:0022264
contains fatty acid	C21:4
C21:4	LION:0022265
contains fatty acid	C22:0
C22:0	LION:0002931
contains fatty acid	C22:1
